Kingdom	Group Name	Species Common Names	Taxonomy	Order	Family	Genus	Species	Synonym	Old Genus	Old Species	Syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	pyrophila	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	queenslandica	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	recta	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	reticulata	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	rostellata	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	rostrata	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	rotunda	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	sejuncta	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	sericea	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	similis	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	sp.	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	sp. Hamersley Station (A.A.Mitchell 196) WA Herbarium	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	sp. Shark Bay (M.E.Trudgen 7588) WA Herbarium	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	stenodonta	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	stipularis	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	swainsonioides	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	tanamiensis	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	tenuis	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	tephrotricha	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	unifoliolata	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	vestita	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	villosa	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	viridis	 			
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	acuticarinata	Swainsona burkei	Swainsona	burkei	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	adenophylla	Swainsona microcalyx var. adenophylla	Swainsona	microcalyx var. adenophylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	adenophylla	Swainsona microcalyx	Swainsona	microcalyx	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	affinis	Swainsona affinis	Swainsona	affinis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	affinis	Swainsona microphylla var. affinis	Swainsona	microphylla var. affinis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	affinis	Swainsona microphylla	Swainsona	microphylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	beasleyana	Swainsona beasleyana	Swainsona	beasleyana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	behriana	Swainsona lessertiifolia var. tephrotricha 	Swainsona	lessertiifolia var. tephrotricha 	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	behriana	Swainsona oroboides var. hirsuta	Swainsona	oroboides var. hirsuta	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	behriana	Swainsona oroboides	Swainsona	oroboides	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	behriana	Swainsona sericea	Swainsona	sericea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	bracteata	Swainsona greyana var. bracteata	Swainsona	greyana var. bracteata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	bracteata	Swainsona greyana	Swainsona	greyana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	burkei	Swainsona burkei	Swainsona	burkei	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	cadellii	Swainsona cadelli	Swainsona	cadelli	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	cadellii	Swainsona greyana	Swainsona	greyana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	campestris	Swainsona campestris	Swainsona	campestris	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	campylantha	Swainsona fragilis	Swainsona	fragilis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	canescens	Swainsona canescens var. horniana	Swainsona	canescens var. horniana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	canescens	Swainsona canescens	Swainsona	canescens	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	colutoides	Swainsona colutoides	Swainsona	colutoides	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	cyclocarpa	Swainsona cyclocarpa var. paradoxa	Swainsona	cyclocarpa var. paradoxa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	cyclocarpa	Swainsona cyclocarpa	Swainsona	cyclocarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	cyclocarpa	Swainsona paradoxa	Swainsona	paradoxa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	elegantoides	Swainsona beasleyana	Swainsona	beasleyana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	extrajacens	Swainsona sp.	Swainsona	sp.	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	fissimontana	Swainsona fissimontana var. coarctata	Swainsona	fissimontana var. coarctata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	fissimontana	Swainsona fissimontana	Swainsona	fissimontana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	fissimontana	Swainsona murrayana	Swainsona	murrayana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	flavicarinata	Swainsona flavicarinata	Swainsona	flavicarinata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	formosa	Colutea novae-hollandiae	Colutea	novae-hollandiae	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	forrestii	Swainsona forrestii	Swainsona	forrestii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	fraseri	Swainsona colutoides var. fraseri	Swainsona	colutoides var. fraseri	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Colutea coronillaefolia	Colutea	coronillaefolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Colutea coronillifolia	Colutea	coronillifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Colutea galegifolia	Colutea	galegifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Colutea galegiifolia	Colutea	galegiifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona alba	Swainsona	alba	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona albiflora	Swainsona	albiflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona atrococcinea	Swainsona	atrococcinea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillaefolia var. albo-violacea	Swainsona	coronillaefolia var. albo-violacea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillaefolia var. purpurea	Swainsona	coronillaefolia var. purpurea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillaefolia	Swainsona	coronillaefolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillifolia var. albiflora	Swainsona	coronillifolia var. albiflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillifolia var. alboviolacea	Swainsona	coronillifolia var. alboviolacea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillifolia var. galegifolia	Swainsona	coronillifolia var. galegifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillifolia var. purpurea	Swainsona	coronillifolia var. purpurea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona coronillifolia	Swainsona	coronillifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona ferrandi	Swainsona	ferrandi	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona ferrandi-alba	Swainsona	ferrandi-alba	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona ferrandii var. carminea var.	Swainsona	ferrandii var. carminea var.	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona ferraudii var. carminea	Swainsona	ferraudii var. carminea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona ferraudii	Swainsona	ferraudii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. alba	Swainsona	galegifolia var. alba	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. alba	Swainsona	galegifolia var. alba	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. albiflora	Swainsona	galegifolia var. albiflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. albiflora	Swainsona	galegifolia var. albiflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. coccinea	Swainsona	galegifolia var. coccinea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. cooperi	Swainsona	galegifolia var. cooperi	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. coronillaefolia var.	Swainsona	galegifolia var. coronillaefolia var.	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. coronillifolia	Swainsona	galegifolia var. coronillifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. coronillifolia	Swainsona	galegifolia var. coronillifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. microphylla	Swainsona	galegifolia var. microphylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. osborni var.	Swainsona	galegifolia var. osborni var.	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. osbornii	Swainsona	galegifolia var. osbornii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. pallida	Swainsona	galegifolia var. pallida	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. robusta	Swainsona	galegifolia var. robusta	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. robusta-rosea	Swainsona	galegifolia var. robusta-rosea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. rosea	Swainsona	galegifolia var. rosea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. rosea	Swainsona	galegifolia var. rosea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia var. violacea	Swainsona	galegifolia var. violacea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona galegifolia	Swainsona	galegifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona magnifica	Swainsona	magnifica	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona osborni var. atropurpurea var.	Swainsona	osborni var. atropurpurea var.	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona osborni	Swainsona	osborni	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona osbornii var. atropurpurea	Swainsona	osbornii var. atropurpurea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Swainsona osbornii	Swainsona	osbornii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	galegifolia	Vicia galegifolia	Vicia	galegifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	greyana	Swainsona grandiflora	Swainsona	grandiflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	greyana	Swainsona greyana	Swainsona	greyana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	kingii	Swainsona kingii	Swainsona	kingii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	laxa	Swainsona laxa var. rigida	Swainsona	laxa var. rigida	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	laxa	Swainsona laxa	Swainsona	laxa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	laxa	Swainsona rigida	Swainsona	rigida	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	lessertiifolia	Swainsona astragalifolia	Swainsona	astragalifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	lessertiifolia	Swainsona froebelii	Swainsona	froebelii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	lessertiifolia	Swainsona lessertiaefolia	Swainsona	lessertiaefolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	lessertiifolia	Swainsona lessertifolia	Swainsona	lessertifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	lessertiifolia	Swainsona lessertiifolia	Swainsona	lessertiifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	longicarinata	Swainsona phacoides var. grandiflora	Swainsona	phacoides var. grandiflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	longicarinata	Swainsona phacoides	Swainsona	phacoides	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	luteola	Swainsona luteola var. dietrichiae	Swainsona	luteola var. dietrichiae	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	luteola	Swainsona luteola var. typica	Swainsona	luteola var. typica	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	luteola	Swainsona luteola	Swainsona	luteola	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	microcalyx	Swainsona microcalyx	Swainsona	microcalyx	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	microphylla	Swainsona microphylla var. minima	Swainsona	microphylla var. minima	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	microphylla	Swainsona microphylla var. tomentosa	Swainsona	microphylla var. tomentosa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	microphylla	Swainsona microphylla	Swainsona	microphylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	murrayana	Swainsona morrisiana	Swainsona	morrisiana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	murrayana	Swainsona murrayana	Swainsona	murrayana	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	oligophylla	Swainsona concinna	Swainsona	concinna	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	oliveri	Swainsona oliverii	Swainsona	oliverii	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	oroboides	Swainsona oroboides	Swainsona	oroboides	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	paradoxa	Swainsona cyclocarpa var. paradoxa	Swainsona	cyclocarpa var. paradoxa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	parviflora	Swainsona parviflora	Swainsona	parviflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	phacoides	Swainsona phacoides var. argyrophylla	Swainsona	phacoides var. argyrophylla	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	phacoides	Swainsona phacoides var. oocarpa	Swainsona	phacoides var. oocarpa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	phacoides	Swainsona phacoides var. parviflora	Swainsona	phacoides var. parviflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	phacoides	Swainsona phacoides	Swainsona	phacoides	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	phacoides	Swainsona uniflora	Swainsona	uniflora	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	procumbens	Swainsona procumbens var. parvifolia	Swainsona	procumbens var. parvifolia	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	procumbens	Swainsona procumbens	Swainsona	procumbens	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	procumbens	Swainsona violacea	Swainsona	violacea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	pterostylis	Astragalus pterostylis	Astragalus	pterostylis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	pterostylis	Swainsona occidentalis	Swainsona	occidentalis	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	purpurea	Swainsona stipularis var. longialata	Swainsona	stipularis var. longialata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	purpurea	Swainsona stipularis var. purpurea	Swainsona	stipularis var. purpurea	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	pyrophila	Swainsona laxa	Swainsona	laxa	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	pyrophila	Swainsona luteola	Swainsona	luteola	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	reticulata	Swainsona oroboides	Swainsona	oroboides	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	reticulata	Swainsona reticulata	Swainsona	reticulata	syn
Plants	Flowering Plants	"Legume, pea and bean family"	Plantae: Angiospermae: Eudicotyledons	Fabales	Fabaceae	Swainsona	sericea	Swainsona oroboides	Swainsona	oroboides	syn
